Region,District,Class,Latitude,Longitude,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiteracy_Rate_pct,Uninsured_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Total_Pop,Condom_Use_Women_pct,Condom_Use_Men_pct,HighRisk_Sex_Women_pct,HighRisk_Sex_Men_pct,HIV_Awareness_Women_pct,HIV_Awareness_Men_pct,PMTCT_Knowledge_Women_pct,PMTCT_Knowledge_Men_pct,VCT_Women_pct,VCT_Men_pct,VCT_12mo_Women_pct,Refuse_Sex_Women_pct,Ask_Condom_STI_Women_pct,No_Insurance_Women_pct,No_Insurance_Men_pct,Literacy_Women_pct,Secondary_Edu_Women_pct,Edu_Secondary_Women_pct,No_Education_Women_pct,Wife_Beating_Accept_pct,Adolescent_Fertility_Rate,Modern_Contraception_pct,Unmet_FP_Need_pct,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct,LISA_Local_Morans_I,LISA_P_Value,LISA_Significant_Flag,LISA_Cluster_Type,Spatial_Unit_Note,Data_Source_HIV_Prevalence,Data_Source_Behavioural,Data_Source_Socioeconomic,Data_Source_Insurance,Data_Source_Education,Data_Source_Spatial_Boundaries
Northern,Kumbungu,District,9.5591282,-0.9467086,45.0,46.4,50.71,35.69,66.73,90.33,110586,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Mion,District,9.45284905,-0.335525511842833,53.4,44.5,60.72,42.38,52.19,95.65,94930,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.692952632659934,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Nanton,District,9.55848269999999,-0.710728600167338,39.9,45.3,55.04,38.79,55.29,92.41,50767,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Nanumba North Municipal,Municipal,8.92200959999999,-0.138644700894755,41.5,41.4,53.02,43.86,46.05,91.42,188680,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Nanumba South,District,8.76637935,0.0549741822848612,46.3,42.3,54.98,43.47,44.84,100.09,106374,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,2.864825257439595,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Saboba,District,9.70870525,0.196098328672698,46.0,45.3,45.9,21.53,56.1,83.05,95683,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.102,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Sagnarigu Municipal,Municipal,9.48585935,-0.855049753344912,18.7,43.9,27.51,18.26,58.87,66.73,341711,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Savelugu Municipal,Municipal,9.6260647,-0.8258943,41.1,45.5,49.39,35.83,67.25,83.68,122888,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Tamale Metropolitan Area (TMA)-Tamale Central & Tamale South,Metropolitan,9.40078,-0.8393,21.0,44.0,33.61,26.65,52.76,66.34,367324,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Tatale Sanguli,District,9.34906725,0.514632473680653,52.4,43.5,54.72,48.75,48.15,93.79,74805,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.1,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Tolon,District,9.555956,-1.19792230212529,57.5,46.8,56.02,52.02,67.0,86.96,118090,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Yendi Municipal,Municipal,9.4739214,0.022769270127783,38.3,45.3,46.25,23.76,60.15,80.89,154421,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.004,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Zabzugu,District,9.294058,0.367064,42.7,43.3,55.77,39.02,54.98,95.77,82846,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.002,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Biakoye,District,7.39217985,0.262973639210098,34.2,42.2,31.34,39.0,41.32,66.48,71827,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,0.058918993227282127,0.3,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Guan,District,7.19092,0.60951,28.1,42.9,17.68,27.39,47.11,54.44,28238,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,0.058918993227282127,0.289,0.0,NS,Shares GSS 260-polygon geometry with Krachi East Municipal (Guan created 2018 from Krachi East; no distinct 2023 boundary polygon exists). LISA/Getis-Ord/spatial-lag statistics reflect the combined population-weighted spatial unit; HIV/behavioural/socioeconomic covariates above remain Guan-specific.,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Jasikan Municipal,Municipal,7.40707195,0.466071316332564,30.2,42.2,24.31,36.8,44.12,56.33,59695,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,0.05427125711105234,0.447,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Kadjebi,District,7.7210325,0.534053201682814,27.2,41.5,28.64,28.9,41.86,64.27,73959,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,0.054271257111052344,0.366,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Krachi East Municipal,Municipal,7.69817,0.22447,41.2,41.6,43.52,45.87,40.98,74.62,110435,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,0.058918993227282127,0.289,0.0,NS,Shares GSS 260-polygon geometry with Guan (see Guan note). LISA/Getis-Ord/spatial-lag statistics reflect the combined population-weighted spatial unit.,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Krachi Nchumuru,District,8.1892008,-0.0866133771431008,47.2,40.8,47.79,60.02,37.31,79.39,79934,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,-0.10839950695699012,0.133,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Krachi West Municipal,Municipal,7.8,-0.01667,37.4,41.7,41.15,25.3,46.14,64.41,61128,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,0.06356672934351192,0.432,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Oti,Nkwanta North (Kpassa),District,8.4892994,0.3094664,55.2,41.7,54.93,73.17,42.37,86.82,126096,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1,-0.28036574325749214,0.023,1.0,HL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
